Timestamp,SourceIP,SourcePort,DestinationIP,DestinationPort,FlowBytess,FlowPacketss,Label
05/07/2017 08:43,192.168.10.9,13791,192.168.10.50,21,2412.050349,152.0794208,BENIGN
05/07/2017 08:43,192.168.10.50,21,192.168.10.9,13791,444444.4444,74074.07407,BENIGN
05/07/2017 08:43,192.168.10.9,13790,192.168.10.50,22,2020.851066,14.42968328,BENIGN
05/07/2017 08:43,192.168.10.9,13790,192.168.10.50,22,84507.04225,14084.50704,BENIGN
05/07/2017 08:43,192.168.10.12,49902,192.168.10.3,88,5476357.268,13134.85114,BENIGN
05/07/2017 08:43,192.168.10.9,13803,192.168.10.50,22,6447.384298,51.42001514,BENIGN
05/07/2017 08:43,192.168.10.9,13803,192.168.10.50,22,70175.4386,11695.90643,BENIGN
05/07/2017 08:43,192.168.10.9,13795,173.194.206.108,465,1508.702245,11.18109371,BENIGN
05/07/2017 08:43,192.168.10.9,13795,173.194.206.108,465,127604.1667,7812.5,BENIGN
05/07/2017 08:43,192.168.10.12,49904,192.168.10.3,88,5629162.916,13501.35014,BENIGN
05/07/2017 08:44,192.168.10.12,49906,192.168.10.3,88,5644404.332,13537.90614,BENIGN
05/07/2017 08:44,192.168.10.14,49473,134.170.51.247,443,29546.60763,69.18500069,BENIGN
05/07/2017 08:44,192.168.10.14,49474,134.170.51.247,443,24588.17829,57.19745909,BENIGN
05/07/2017 08:44,192.168.10.12,40372,192.168.10.50,35215,572521.0014,586.0846753,BENIGN
05/07/2017 08:44,192.168.10.50,35215,192.168.10.12,40372,0,750000,BENIGN
05/07/2017 08:44,192.168.10.50,35215,192.168.10.12,40372,0,24691.35802,BENIGN
05/07/2017 08:44,192.168.10.12,45392,192.168.10.50,21,3096.468894,226.3199856,BENIGN
05/07/2017 08:44,192.168.10.50,21,192.168.10.12,45392,14000000,2000000,BENIGN
05/07/2017 08:44,192.168.10.12,45392,192.168.10.50,21,0,666666.6667,BENIGN
05/07/2017 08:44,192.168.10.12,50454,192.168.10.50,22,3269.611379,31.61508196,BENIGN
05/07/2017 08:44,192.168.10.12,50454,192.168.10.50,22,0,13245.03311,BENIGN
05/07/2017 08:44,192.168.10.12,50458,192.168.10.50,22,32128.31445,244.9562096,BENIGN
05/07/2017 08:44,192.168.10.12,50458,192.168.10.50,22,0,40000,BENIGN
05/07/2017 08:44,192.168.10.14,49475,131.253.61.66,443,95870.49408,118.6883245,BENIGN
05/07/2017 08:44,192.168.10.14,49475,131.253.61.66,443,30300000,666666.6667,BENIGN
05/07/2017 08:44,192.168.10.14,49477,134.170.51.247,443,31202.63352,68.31446858,BENIGN
05/07/2017 08:44,192.168.10.12,47222,173.194.206.109,465,1549.075772,11.62335163,BENIGN
05/07/2017 08:44,192.168.10.12,47222,173.194.206.109,465,9250000,500000,BENIGN
05/07/2017 08:44,192.168.10.15,49440,23.15.4.24,80,794.0183948,132.3363991,BENIGN
05/07/2017 08:44,192.168.10.15,49448,104.88.33.160,443,1846.048169,128.7940583,BENIGN
05/07/2017 08:44,192.168.10.15,49447,165.254.0.106,80,517.8216967,86.30361612,BENIGN
05/07/2017 08:44,192.168.10.15,49450,23.217.36.24,443,1313.057286,91.60864786,BENIGN
05/07/2017 08:44,192.168.10.15,49456,131.253.61.82,443,74701.94694,83.14784967,BENIGN
05/07/2017 08:44,192.168.10.15,49456,131.253.61.82,443,267955.8011,8287.292818,BENIGN
05/07/2017 08:42,192.168.10.14,49460,40.83.143.209,443,1447.682336,1.874980531,BENIGN
05/07/2017 08:42,40.83.143.209,443,192.168.10.14,49461,1452.866052,1.859647543,BENIGN
05/07/2017 08:44,192.168.10.15,49457,64.4.54.36,443,20631.02572,39.156312,BENIGN
05/07/2017 08:44,192.168.10.14,49478,134.170.51.247,443,39332.4162,25.76812683,BENIGN
05/07/2017 08:44,192.168.10.15,49442,13.78.188.147,443,188.1998683,31.36664471,BENIGN
05/07/2017 08:44,192.168.10.12,42064,172.217.11.46,443,32061.79973,102.1483066,BENIGN
05/07/2017 08:44,172.217.11.46,443,192.168.10.12,42064,14012.73885,955.4140127,BENIGN
05/07/2017 08:44,192.168.10.14,49480,192.168.10.3,88,1378378.378,18581.08108,BENIGN
05/07/2017 08:44,192.168.10.14,49481,192.168.10.3,88,4518331.226,16434.89254,BENIGN
05/07/2017 08:44,192.168.10.14,49482,192.168.10.3,88,5568316.832,10891.08911,BENIGN
05/07/2017 08:44,192.168.10.14,49483,192.168.10.3,88,1468531.469,19230.76923,BENIGN
05/07/2017 08:44,192.168.10.3,88,192.168.10.14,49483,600000,100000,BENIGN
05/07/2017 08:44,192.168.10.14,49484,192.168.10.3,88,4633074.935,16795.86563,BENIGN
05/07/2017 08:44,192.168.10.14,49487,192.168.10.3,88,6265989.848,15228.4264,BENIGN
05/07/2017 08:44,192.168.10.14,49489,192.168.10.3,389,13139.83334,68.88844664,BENIGN
05/07/2017 08:44,192.168.10.3,389,192.168.10.14,49489,750000,125000,BENIGN
05/07/2017 08:44,192.168.10.14,49488,192.168.10.3,389,16434.37328,67.21116004,BENIGN
05/07/2017 08:44,192.168.10.14,49479,134.170.51.247,443,29710.00362,18.90472205,BENIGN
05/07/2017 08:44,192.168.10.14,49490,64.4.54.36,443,29837.28557,53.6074672,BENIGN
05/07/2017 08:44,192.168.10.12,34984,91.189.95.83,80,187.5378724,3.433187595,BENIGN
05/07/2017 08:44,192.168.10.12,37830,91.189.88.149,80,241898.7769,194.8017956,BENIGN
05/07/2017 08:44,192.168.10.12,37828,91.189.88.149,80,1431138.571,1171.993445,BENIGN
05/07/2017 08:44,192.168.10.14,49492,23.194.141.143,80,38829.11324,193.286515,BENIGN
05/07/2017 08:44,192.168.10.14,49492,23.194.141.143,80,3000000,500000,BENIGN
05/07/2017 08:44,192.168.10.14,49495,23.194.141.143,80,52938.15316,256.981326,BENIGN
05/07/2017 08:44,192.168.10.14,49495,23.194.141.143,80,230769.2308,38461.53846,BENIGN
05/07/2017 08:44,192.168.10.12,33330,54.231.112.171,443,3627.986073,6.528784282,BENIGN
05/07/2017 08:44,192.168.10.14,49503,134.170.51.247,443,47176.09832,72.40140656,BENIGN
05/07/2017 08:44,192.168.10.14,49485,192.168.10.3,135,98.7607695,1.605098548,BENIGN
05/07/2017 08:44,192.168.10.14,49485,192.168.10.3,135,480000,80000,BENIGN
05/07/2017 08:44,192.168.10.14,49505,131.253.61.66,443,94899.99697,116.962611,BENIGN
05/07/2017 08:44,192.168.10.14,49505,131.253.61.66,443,30300000,666666.6667,BENIGN
05/07/2017 08:44,192.168.10.9,13813,72.21.91.29,80,2.036280062,0.678760021,BENIGN
05/07/2017 08:44,192.168.10.9,13810,52.40.81.184,443,577.2293721,2.490204366,BENIGN
05/07/2017 08:44,52.40.81.184,443,192.168.10.9,13810,12300000,666666.6667,BENIGN
05/07/2017 08:42,192.168.10.19,5353,224.0.0.251,5353,35.35393638,0.785643031,BENIGN
05/07/2017 08:43,192.168.10.9,13805,52.33.209.128,443,72.34713509,0.441340408,BENIGN
05/07/2017 08:42,192.168.10.16,123,38.126.113.10,123,3.423241869,0.071317539,BENIGN
05/07/2017 08:42,192.168.10.16,123,159.203.8.72,123,3.309118913,0.068939977,BENIGN
05/07/2017 08:42,8.6.0.1,0,8.0.6.4,0,0,1.113611875,BENIGN
05/07/2017 08:42,192.168.10.19,123,4.53.160.75,123,3.366034121,0.070125711,BENIGN
05/07/2017 08:42,192.168.10.19,123,208.81.1.244,123,3.425947703,0.07137391,BENIGN
05/07/2017 08:43,192.168.10.15,49445,64.4.54.254,443,47.72661923,0.102939767,BENIGN
05/07/2017 08:42,192.168.10.16,123,158.69.223.100,123,4.720031728,0.098333994,BENIGN
05/07/2017 08:42,192.168.10.19,123,132.163.4.101,123,8.853241612,0.184442534,BENIGN
05/07/2017 08:42,192.168.10.19,123,128.100.100.128,123,8.858494274,0.184551964,BENIGN
05/07/2017 08:42,192.168.10.19,123,158.69.223.100,123,7.61703648,0.15868826,BENIGN
05/07/2017 08:44,192.168.10.14,49513,192.168.10.3,135,102.3937325,1.66414288,BENIGN
05/07/2017 08:44,192.168.10.14,49513,192.168.10.3,135,347826.087,57971.01449,BENIGN
05/07/2017 08:42,192.168.10.19,123,91.189.89.198,123,2.995591612,0.062408159,BENIGN
05/07/2017 08:42,192.168.10.14,49429,192.168.10.3,445,0.666007149,0.222002383,BENIGN
05/07/2017 08:42,192.168.10.19,123,38.126.113.10,123,9.86965186,0.205617747,BENIGN
05/07/2017 08:42,192.168.10.19,123,91.189.91.157,123,2.864104378,0.059668841,BENIGN
05/07/2017 08:43,192.168.10.15,49419,192.168.10.3,445,0.666294504,0.222098168,BENIGN
05/07/2017 08:42,192.168.10.19,123,138.236.128.36,123,9.733192623,0.202774846,BENIGN
05/07/2017 08:44,192.168.10.15,49454,23.63.226.146,80,9.104868578,0.133160784,BENIGN
05/07/2017 08:42,192.168.10.19,123,192.154.108.74,123,9.729466959,0.202697228,BENIGN
05/07/2017 08:43,192.168.10.17,123,91.189.91.157,123,2.998278847,0.062464143,BENIGN
05/07/2017 08:43,192.168.10.19,123,198.55.111.50,123,3.092092914,0.064418602,BENIGN
05/07/2017 08:42,192.168.10.17,5353,224.0.0.251,5353,316.4433623,2.788047245,BENIGN
05/07/2017 08:43,192.168.10.14,49469,104.88.33.160,443,52.77478116,0.150129063,BENIGN
05/07/2017 08:45,104.88.33.160,443,192.168.10.14,49469,12300000,666666.6667,BENIGN
05/07/2017 08:45,192.168.10.14,49521,40.77.226.220,443,16573.81649,28.80315683,BENIGN
05/07/2017 08:45,192.168.10.14,49521,40.77.226.220,443,598765.4321,18518.51852,BENIGN
05/07/2017 08:43,192.168.10.14,49471,23.217.36.24,443,59.70340218,0.141142795,BENIGN
05/07/2017 08:45,23.217.36.24,443,192.168.10.14,49471,12300000,666666.6667,BENIGN
05/07/2017 08:43,192.168.10.3,60527,192.168.10.1,53,14.23681411,0.150654118,BENIGN
05/07/2017 08:45,192.168.10.14,49525,134.170.51.247,443,29365.90854,64.29317689,BENIGN
05/07/2017 08:43,192.168.10.17,123,207.210.46.249,123,9.878557541,0.205803282,BENIGN
05/07/2017 08:43,192.168.10.8,123,192.168.10.3,123,5.999332949,0.124986103,BENIGN
05/07/2017 08:44,192.168.10.14,49486,192.168.10.3,49666,173.8892974,0.808710665,BENIGN
05/07/2017 08:45,192.168.10.14,49486,192.168.10.3,49666,489795.9184,81632.65306,BENIGN
05/07/2017 08:43,192.168.10.19,123,45.79.109.111,123,2.996206381,0.062420966,BENIGN
05/07/2017 08:45,192.168.10.25,49152,192.168.10.3,389,0,30.90098442,BENIGN
05/07/2017 08:45,192.168.10.25,49153,192.168.10.3,389,4673517.787,12648.22134,BENIGN
05/07/2017 08:42,192.168.10.19,123,104.131.53.252,123,7.548527851,0.157260997,BENIGN
05/07/2017 08:44,192.168.10.12,33630,54.200.60.113,443,70.52460952,0.456469965,BENIGN
05/07/2017 08:43,192.168.10.17,123,91.189.89.198,123,2.904947222,0.060519734,BENIGN
05/07/2017 08:44,192.168.10.14,49496,23.194.141.101,80,79.78813754,0.183000315,BENIGN
05/07/2017 08:44,192.168.10.14,49493,23.194.142.54,80,90.19671345,0.248384561,BENIGN
05/07/2017 08:42,192.168.10.17,123,199.182.221.110,123,11.06670666,0.230556389,BENIGN
05/07/2017 08:43,192.168.10.17,123,158.69.223.100,123,9.73682958,0.202850616,BENIGN
05/07/2017 08:45,192.168.10.14,49531,72.21.91.29,80,2.372036067,0.790678689,BENIGN
05/07/2017 08:45,192.168.10.14,49532,72.21.91.29,80,2.385557359,0.795185786,BENIGN
05/07/2017 08:45,192.168.10.14,49528,52.11.17.245,443,654.8430057,2.496468937,BENIGN
05/07/2017 08:45,52.11.17.245,443,192.168.10.14,49528,12300000,666666.6667,BENIGN
05/07/2017 08:42,192.168.10.5,49163,192.168.10.3,445,0.600001955,0.200000652,BENIGN
05/07/2017 08:45,192.168.10.14,49535,52.84.64.19,443,697.8641041,2.209506418,BENIGN
05/07/2017 08:42,192.168.10.17,123,144.217.240.204,123,9.598027605,0.199958908,BENIGN
05/07/2017 08:43,192.168.10.17,123,91.189.89.199,123,2.904948189,0.060519754,BENIGN
05/07/2017 08:43,192.168.10.17,123,208.81.1.244,123,10.02345324,0.208821942,BENIGN
05/07/2017 08:45,192.168.10.25,49154,192.168.10.3,389,0,3995.43379,BENIGN
05/07/2017 08:43,192.168.10.19,138,192.168.10.255,138,129000000,550000,BENIGN
05/07/2017 08:43,192.168.10.12,138,192.168.10.255,138,122000000,523809.5238,BENIGN
05/07/2017 08:45,192.168.10.25,49156,192.168.10.3,3268,0,5124.450952,BENIGN
05/07/2017 08:45,192.168.10.25,49159,192.168.10.3,389,21115.44641,563.3567718,BENIGN
05/07/2017 08:45,192.168.10.25,49158,192.168.10.3,389,3888.109709,97.39753779,BENIGN
05/07/2017 08:44,192.168.10.14,49511,198.41.215.182,80,113.9462064,0.279807458,BENIGN
05/07/2017 08:45,192.168.10.14,49511,198.41.215.182,80,3000000,500000,BENIGN
05/07/2017 08:42,192.168.10.17,123,206.108.0.132,123,9.139744951,0.190411353,BENIGN
05/07/2017 08:42,192.168.10.17,123,144.217.148.73,123,9.929192675,0.206858181,BENIGN
05/07/2017 08:43,192.168.10.5,123,192.168.10.3,123,5.999168646,0.12498268,BENIGN
05/07/2017 08:43,192.168.10.17,123,159.203.8.72,123,10.17839932,0.212049986,BENIGN
05/07/2017 08:43,192.168.10.12,123,91.189.89.199,123,2.949579338,0.06144957,BENIGN
05/07/2017 08:43,192.168.10.9,13798,172.217.11.46,80,10.96985727,0.259334687,BENIGN
05/07/2017 08:43,192.168.10.17,123,206.108.0.134,123,9.735055538,0.202813657,BENIGN
05/07/2017 08:42,192.168.10.17,123,192.168.10.3,123,13.04642675,0.271800557,BENIGN
05/07/2017 08:44,192.168.10.9,13809,52.40.81.184,443,131.6330803,0.489949431,BENIGN
05/07/2017 08:44,192.168.10.9,13808,52.40.81.184,443,139.6822581,0.489941277,BENIGN
05/07/2017 08:43,192.168.10.9,13787,2.16.4.144,80,13.00890953,0.279664491,BENIGN
05/07/2017 08:43,192.168.10.12,5353,224.0.0.251,5353,126.7488598,1.243367273,BENIGN
05/07/2017 08:43,192.168.10.12,123,192.154.108.74,123,2.906074228,0.060543213,BENIGN
05/07/2017 08:43,192.168.10.17,123,99.224.25.39,123,63.28050071,1.318343765,BENIGN
05/07/2017 08:43,192.168.10.12,123,209.133.217.165,123,2.906137701,0.060544535,BENIGN
05/07/2017 08:43,192.168.10.12,123,192.168.10.3,123,5.731322582,0.119402554,BENIGN
05/07/2017 08:43,192.168.10.17,123,128.100.100.128,123,9.735983737,0.202832995,BENIGN
05/07/2017 08:43,192.168.10.12,123,208.81.1.244,123,2.821749552,0.058786449,BENIGN
05/07/2017 08:43,192.168.10.9,13806,72.21.91.29,80,18.30136879,0.276638546,BENIGN
05/07/2017 08:43,192.168.10.12,123,99.224.25.39,123,2.906143595,0.060544658,BENIGN
05/07/2017 08:43,192.168.10.12,123,66.228.59.187,123,2.780748375,0.057932258,BENIGN
05/07/2017 08:43,192.168.10.12,123,138.236.128.36,123,2.821784677,0.058787181,BENIGN
05/07/2017 08:43,192.168.10.15,123,192.168.10.3,123,5.999925188,0.124998441,BENIGN
05/07/2017 08:43,192.168.10.12,123,4.53.160.75,123,2.780973564,0.057936949,BENIGN
05/07/2017 08:43,192.168.10.12,123,173.255.246.13,123,2.820170754,0.058753557,BENIGN
05/07/2017 08:43,192.168.10.12,123,45.79.109.111,123,2.820166405,0.058753467,BENIGN
05/07/2017 08:43,192.168.10.12,123,38.126.113.10,123,2.779079466,0.057897489,BENIGN
05/07/2017 08:43,192.168.10.12,123,104.131.53.252,123,2.864643662,0.059680076,BENIGN
05/07/2017 08:43,192.168.10.12,123,204.9.54.119,123,2.78107596,0.057939083,BENIGN
05/07/2017 08:43,192.168.10.12,123,198.55.111.50,123,2.778816055,0.057892001,BENIGN
05/07/2017 08:42,192.168.10.17,123,198.55.111.50,123,8.719823224,0.181662984,BENIGN
05/07/2017 08:43,192.168.10.15,49453,137.116.74.190,443,22749.1407,51.08977325,BENIGN
05/07/2017 08:43,192.168.10.19,123,91.189.89.199,123,2.995598062,0.062408293,BENIGN
05/07/2017 08:44,192.168.10.14,49508,23.194.181.138,80,115.3141596,0.214577893,BENIGN
05/07/2017 08:44,192.168.10.14,49498,184.84.243.224,80,589.3261185,0.530965141,BENIGN
05/07/2017 08:44,192.168.10.14,49504,23.15.4.24,80,295.6073065,0.372457757,BENIGN
05/07/2017 08:43,192.168.10.14,49467,165.254.0.90,80,251002.837,301.8114173,BENIGN
05/07/2017 08:44,192.168.10.14,49494,40.80.145.78,80,91.04712074,0.1565921,BENIGN
05/07/2017 08:45,192.168.10.14,49467,165.254.0.90,80,522.2159363,87.03598938,BENIGN
05/07/2017 08:43,192.168.10.16,123,104.131.53.252,123,2.781650598,0.057951054,BENIGN
05/07/2017 08:43,192.168.10.19,123,204.9.54.119,123,2.82204261,0.058792554,BENIGN
05/07/2017 08:43,192.168.10.16,123,66.228.59.187,123,2.907074941,0.060564061,BENIGN
05/07/2017 08:43,192.168.10.16,123,45.79.109.111,123,2.820040607,0.058750846,BENIGN
05/07/2017 08:42,192.168.10.19,123,99.224.25.39,123,3.305949966,0.068873958,BENIGN
05/07/2017 08:43,192.168.10.19,123,192.168.10.3,123,5.565200534,0.115941678,BENIGN
05/07/2017 08:42,192.168.10.17,123,45.79.109.111,123,8.565015134,0.178437815,BENIGN
05/07/2017 08:43,192.168.10.14,123,192.168.10.3,123,5.999872971,0.124997354,BENIGN
05/07/2017 08:42,192.168.10.17,123,104.131.53.252,123,8.569624512,0.178533844,BENIGN
05/07/2017 08:43,192.168.10.16,123,192.154.108.74,123,2.820687652,0.058764326,BENIGN
05/07/2017 08:43,192.168.10.16,123,192.168.10.3,123,5.565211423,0.115941905,BENIGN
05/07/2017 08:43,192.168.10.16,123,206.108.0.134,123,2.864712562,0.059681512,BENIGN
05/07/2017 08:43,192.168.10.19,123,173.255.246.13,123,2.779222274,0.057900464,BENIGN
05/07/2017 08:42,192.168.10.17,123,209.133.217.165,123,7.365807362,0.15345432,BENIGN
05/07/2017 08:43,192.168.10.19,123,66.228.59.187,123,9.875690045,0.205743543,BENIGN
05/07/2017 08:42,192.168.10.17,138,192.168.10.255,138,80.41677104,0.342199026,BENIGN
05/07/2017 08:44,192.168.10.12,43316,184.84.243.199,80,11.59271294,0.28129377,BENIGN
05/07/2017 08:44,192.168.10.12,45498,172.217.11.46,80,20.37394929,0.284167509,BENIGN
05/07/2017 08:46,192.168.10.5,49189,192.168.10.3,88,1092369.478,14725.56894,BENIGN
05/07/2017 08:46,192.168.10.5,49190,192.168.10.3,88,3962305.987,14412.41685,BENIGN
05/07/2017 08:46,192.168.10.5,49191,192.168.10.3,88,5957627.119,11652.54237,BENIGN
05/07/2017 08:46,192.168.10.5,49192,192.168.10.3,88,1489436.62,21126.76056,BENIGN
05/07/2017 08:46,192.168.10.5,49193,192.168.10.3,88,1347107.438,4883.546206,BENIGN
05/07/2017 08:45,192.168.10.14,49514,40.83.143.209,443,404.823031,0.87358646,BENIGN
05/07/2017 08:44,192.168.10.12,46788,72.21.91.29,80,10.71543256,0.260293908,BENIGN
05/07/2017 08:46,192.168.10.5,49196,192.168.10.3,88,6165834.166,14985.01499,BENIGN
05/07/2017 08:45,192.168.10.12,44902,34.211.94.203,443,76.53391781,0.425006805,BENIGN
05/07/2017 08:46,192.168.10.5,49199,192.168.10.3,88,6238289.206,15274.94908,BENIGN
05/07/2017 08:46,192.168.10.5,49201,192.168.10.3,88,5998056.365,14577.25948,BENIGN
05/07/2017 08:46,192.168.10.5,49203,192.168.10.3,88,6295991.778,15416.23844,BENIGN
05/07/2017 08:45,192.168.10.14,49527,52.11.17.245,443,66.31070446,0.429730388,BENIGN
05/07/2017 08:45,192.168.10.14,49526,52.38.199.186,443,67.74280927,0.459162106,BENIGN
05/07/2017 08:46,192.168.10.14,49548,52.11.31.31,443,659.8404872,2.502312233,BENIGN
05/07/2017 08:46,52.11.31.31,443,192.168.10.14,49548,9250000,500000,BENIGN
05/07/2017 08:45,192.168.10.14,49523,65.55.44.109,443,746.7724997,0.943832307,BENIGN
05/07/2017 08:42,192.168.10.16,34938,192.168.10.3,3268,2590163.934,16393.44262,BENIGN
05/07/2017 08:42,192.168.10.16,53856,192.168.10.3,389,1159.375436,5.52668375,BENIGN
05/07/2017 08:46,192.168.10.5,49187,134.170.165.249,443,12409.10498,8.271507552,BENIGN
05/07/2017 08:46,192.168.10.5,49194,192.168.10.3,135,244.20835,2.301220888,BENIGN
05/07/2017 08:46,192.168.10.5,49197,192.168.10.3,49671,318.6963033,1.186041409,BENIGN
05/07/2017 08:46,192.168.10.5,49194,192.168.10.3,135,260869.5652,43478.26087,BENIGN
05/07/2017 08:46,192.168.10.3,135,192.168.10.5,49194,12000000,2000000,BENIGN
05/07/2017 08:46,192.168.10.5,49197,192.168.10.3,49671,324324.3243,54054.05405,BENIGN
05/07/2017 08:42,192.168.10.16,8612,192.168.10.255,8612,39138.1696,2174.342755,BENIGN
05/07/2017 08:42,192.168.10.16,8612,192.168.10.255,8610,39091.80652,2171.767029,BENIGN
05/07/2017 08:44,192.168.10.9,13812,72.21.91.29,80,18.42722098,0.286433487,BENIGN
05/07/2017 08:44,192.168.10.9,13811,72.21.91.29,80,18.42716692,0.286432646,BENIGN
05/07/2017 08:45,192.168.10.14,49542,35.160.9.151,443,72.28082469,0.457266853,BENIGN
05/07/2017 08:46,192.168.10.14,49542,35.160.9.151,443,136363.6364,22727.27273,BENIGN
05/07/2017 08:42,192.168.10.16,5353,224.0.0.251,5353,28.41559191,0.687473998,BENIGN
05/07/2017 08:45,192.168.10.9,13787,2.16.4.144,80,0.761615631,0.235738172,BENIGN
05/07/2017 08:46,192.168.10.25,49162,192.168.10.50,139,70029.98112,974.6949452,BENIGN
05/07/2017 08:46,192.168.10.25,49162,192.168.10.50,139,0,100.1970542,BENIGN
05/07/2017 08:44,192.168.10.14,49512,23.194.142.4,443,69.06842062,0.211951124,BENIGN
05/07/2017 08:46,23.194.142.4,443,192.168.10.14,49512,12300000,666666.6667,BENIGN
05/07/2017 08:46,192.168.10.5,49210,134.170.165.249,443,28945.77987,17.20925623,BENIGN
05/07/2017 08:46,192.168.10.16,42438,192.168.10.3,88,5500439.754,13192.61214,BENIGN
05/07/2017 08:46,192.168.10.5,49211,23.208.217.149,80,21779.0226,108.6536604,BENIGN
05/07/2017 08:46,192.168.10.5,49213,23.208.217.149,80,31236.81991,131.8009279,BENIGN
05/07/2017 08:46,192.168.10.5,49213,23.208.217.149,80,115384.6154,19230.76923,BENIGN
05/07/2017 08:43,192.168.10.9,13797,172.217.10.238,443,266.5540432,0.398575975,BENIGN
05/07/2017 08:46,192.168.10.5,49217,23.208.217.149,80,23056.96502,140.5912501,BENIGN
05/07/2017 08:46,192.168.10.5,49217,23.208.217.149,80,4000000,666666.6667,BENIGN
05/07/2017 08:46,192.168.10.5,49218,23.208.217.149,80,31037.59871,130.9603321,BENIGN
05/07/2017 08:43,192.168.10.9,13800,172.217.12.174,443,1137.565682,1.511541255,BENIGN
05/07/2017 08:46,192.168.10.9,13797,172.217.10.238,443,34.9429484,1.158329781,BENIGN
05/07/2017 08:46,192.168.10.9,13800,172.217.12.174,443,43.44588779,1.440195175,BENIGN
05/07/2017 08:46,172.217.10.238,443,192.168.10.9,13797,3000000,500000,BENIGN
05/07/2017 08:46,172.217.12.174,443,192.168.10.9,13800,4000000,666666.6667,BENIGN
05/07/2017 08:46,192.168.10.5,49195,192.168.10.3,49666,543.875508,2.126334195,BENIGN
05/07/2017 08:46,192.168.10.5,49195,192.168.10.3,49666,480000,80000,BENIGN
05/07/2017 08:44,192.168.10.19,123,209.133.217.165,123,3.196435761,0.066592412,BENIGN
05/07/2017 08:43,192.168.10.50,53580,192.168.10.3,3268,150.3316286,0.77172294,BENIGN
05/07/2017 08:43,192.168.10.50,54594,192.168.10.3,389,445.0600772,1.798326334,BENIGN
05/07/2017 08:44,192.168.10.19,5353,224.0.0.251,5353,31800000,705882.3529,BENIGN
05/07/2017 08:44,8.6.0.1,0,8.0.6.4,0,0,2.042110933,BENIGN
05/07/2017 08:46,192.168.10.5,49219,192.168.10.50,22,1684.814273,14.07487171,BENIGN
05/07/2017 08:46,192.168.10.5,49219,192.168.10.50,22,88235.29412,14705.88235,BENIGN
05/07/2017 08:46,192.168.10.5,49223,192.168.10.50,22,7157.564992,52.71904189,BENIGN
05/07/2017 08:46,192.168.10.5,49223,192.168.10.50,22,70588.23529,11764.70588,BENIGN
05/07/2017 08:46,192.168.10.3,55339,104.40.17.139,443,21530.27458,56.13420566,BENIGN
05/07/2017 08:46,192.168.10.3,55339,104.40.17.139,443,250000,41666.66667,BENIGN
05/07/2017 08:46,192.168.10.5,49233,172.217.11.46,80,2.337346948,0.779115649,BENIGN
05/07/2017 08:46,192.168.10.5,49236,72.21.91.29,80,2.379828101,0.793276034,BENIGN
